"","9014_1-5","9014_1-6","9014_2-5","9014_2-6","9014_5-6","9014_6-5-1","9014_6-5-2","9014_6-6"
"LDHBP",3,3,0,1,5,0,1,1
"MAGEE1",194,246,176,253,188,170,257,236
"RNA5SP508",0,0,0,0,0,0,0,0
"RP1-279N11.1",0,0,0,0,0,0,0,0
"MIR325HG",1,0,0,0,0,0,0,0
"MIR384",0,0,0,0,0,0,0,0
"MIR325",0,0,0,0,0,0,0,0
"RNA5SP509",0,0,0,0,0,0,0,0
"BX682235.1",0,0,0,0,0,0,0,0
"FGF16",0,0,0,0,0,0,0,1
"ATRX",4541,6412,3655,7177,5282,3989,4248,6164
"RP3-346O6.2",0,0,0,0,0,0,0,0
"MAGT1",6713,6182,5558,6657,4859,4560,4849,5432
"RNU6-854P",3,1,1,4,3,2,0,0
"RN7SL460P",0,0,0,0,0,4,0,0
"COX7B",5490,4670,4708,4839,3569,3658,4051,3978
"ATP7A",1331,1256,984,1391,1024,1044,1064,1293
"PGK1",63210,30137,53742,31892,25607,36884,39584,28512
"RP5-1000K24.2",77,70,55,65,49,38,30,48
"PGAM4",8,6,3,3,1,7,5,7
"TAF9B",1893,2718,1624,3094,2428,2065,2344,2757
"FNDC3CP",8,1,4,2,6,5,4,1
"CYSLTR1",6140,5470,4987,5917,6498,5068,5291,7588
"RP1-198G23.1",0,0,0,0,0,1,0,0
"RP1-198G23.2",0,0,0,0,0,0,0,0
"ZCCHC5",2,0,2,0,0,3,2,0
"RP13-208E17.2",0,0,0,0,0,0,0,0
"LPAR4",0,0,6,1,0,0,3,0
"RP11-475D8.3",0,0,0,0,0,0,0,0
"MIR4328",0,0,0,0,0,0,0,0
"P2RY10",4473,4832,3726,5232,3612,3325,3488,4305
"RP11-180D15.1",0,0,0,0,0,0,0,0
"GPR174",7086,6234,5361,6703,5253,5388,5536,6638
"RP11-159L8.2",0,1,5,2,1,0,4,0
"RP4-696H22.2",4,3,10,4,3,3,7,1
"ITM2A",9426,11754,7626,12571,7692,6991,7364,9068
"RP1-164L12.1",5,0,3,15,6,9,11,5
"TBX22",0,0,0,0,0,0,0,0
"CHMP1B2P",0,0,0,0,0,0,0,0
"FAM46D",0,0,1,0,0,0,0,0
"RP11-325E14.1",0,0,0,0,0,0,0,0
"RP11-325E14.2",1,0,1,0,0,0,0,0
"RP11-325E14.3",3,0,11,0,2,0,6,0
"BRWD3",1871,1903,1436,2040,1685,1814,1990,2239
"RP11-325E14.5",1,0,1,1,3,1,2,0
"RNU6-493P",0,0,0,0,0,0,0,0
"VDAC1LP",10,13,10,5,12,11,9,22
"RNU6-995P",0,0,0,0,0,0,0,0
"RP11-196G4.2",0,0,0,0,0,1,0,0
"HMGN5",48,101,64,70,73,91,88,62
"SH3BGRL",5777,8060,5043,8526,5382,4242,4362,6003
"RP11-346E8.1",0,3,3,1,0,0,2,6
"RP13-52K8.1",0,0,0,0,0,1,2,1
"XXyac-YR12DB5.1",0,0,0,0,0,0,0,0
"RNU6-974P",0,0,0,0,0,0,0,0
"RP4-581F12.1",1,0,0,0,0,0,0,1
"RP4-581F12.2",0,0,0,0,0,0,0,0
"RP5-849L7.1",0,0,0,0,0,0,0,0
"RP11-121C22.1",0,0,0,0,0,0,0,0
"RP3-326L13.2",0,0,0,0,0,0,0,0
"POU3F4",0,0,0,0,0,0,0,0
"RP1-223D17.1",0,0,0,0,0,0,0,0
"RP11-62C22.1",1,1,1,2,0,0,0,0
"CYLC1",0,0,0,0,0,0,0,0
"RPS6KA6",2,2,3,1,4,3,2,4
"MIR548I4",0,0,0,0,0,0,0,0
"HDX",151,121,144,146,81,85,111,106
"RP11-74B21.1",0,0,0,0,0,0,0,0
"RP1-30P20.1",0,0,0,0,0,0,0,0
"UBE2DNL",0,0,0,0,0,0,0,0
"RP1-215K18.4",0,0,0,0,0,0,0,0
"APOOL",725,936,564,971,742,589,684,1047
"SATL1",3,0,0,0,0,0,0,0
"RP3-388N15.2",0,0,0,0,0,0,0,0
"RP5-928E24.4",0,0,0,0,0,0,0,0
"RP5-928E24.2",0,0,0,0,0,0,0,0
"ZNF711",12,19,9,31,7,13,3,21
"POF1B",13,31,15,22,7,7,2,16
"MIR1321",0,0,0,0,0,0,0,0
"RP1-93L7.3",0,0,0,0,0,0,0,0
"RP1-93L7.4",0,0,0,0,0,0,0,0
"CHM",1256,1415,989,1675,1222,1082,1086,1474
"MIR361",0,0,0,0,0,0,1,0
"RP6-145B8.2",0,0,0,0,0,0,0,0
"RP6-145B8.3",5,1,6,1,1,1,3,3
"RP6-145B8.4",0,0,0,0,0,0,0,0
"DACH2",0,0,0,0,0,2,0,0
"RP1-321O10.2",0,1,0,0,1,0,0,0
"RP1-225D2.1",0,0,0,0,0,0,0,0
"RP5-1059E7.2",0,0,0,0,0,0,0,0
"RP11-345E19.2",0,0,0,0,0,0,0,0
"RP3-431C21.1",0,0,0,0,0,0,0,0
"RP11-192B18.1",0,0,0,0,0,0,0,0
"RP1-52D1.1",1,0,0,0,0,0,0,0
"KLHL4",0,0,0,5,1,0,0,0
"RP1-138A5.1",48,76,39,80,88,50,46,63
"RP1-138A5.3",0,0,0,0,0,0,0,0
"RP1-138A5.2",0,0,0,0,0,0,0,0
"RP6-43L17.1",0,0,0,0,0,0,0,0
"RP6-43L17.2",0,0,0,0,0,0,0,0
"RP5-998G20.1",0,0,0,0,0,0,0,0
"RP3-452M16.1",0,0,0,2,0,0,0,0
"CTD-2194M22.1",0,0,0,0,0,0,0,0
"CPXCR1",0,0,0,0,0,0,0,0
"RP1-249C1.1",0,0,0,0,0,0,0,0
"RP11-137D19.1",0,0,0,0,0,0,0,0
"RP13-324D24.1",0,0,0,0,0,0,0,0
"RP13-348B13.1",0,0,0,0,0,0,0,0
"RP13-348B13.2",0,0,1,0,0,0,0,0
"TGIF2LX",0,0,0,0,0,0,0,0
"RP13-140E4.1",0,0,0,0,0,0,0,0
"RP13-140E4.2",2,0,0,0,1,3,0,0
"RP13-362E11.3",0,0,0,0,0,0,0,0
"RP13-362E11.1",0,0,0,0,0,0,0,0
"RP13-362E11.2",0,0,0,0,0,0,0,0
"RNU6-555P",0,0,0,0,0,0,0,0
"RP13-212L9.1",0,0,0,0,0,0,0,0
"CXorf46",0,0,0,0,0,0,0,0
"RP13-24G8.2",0,0,0,0,0,0,0,0
"PABPC5",0,1,0,0,0,0,0,0
"RP13-222H17.1",0,0,0,0,0,0,0,0
"PCDH11X",0,0,0,0,0,0,0,0
"RNU2-26P",0,0,0,0,0,0,0,0
"AC004478.2",0,0,0,0,0,0,1,1
"RP13-136L2.1",32,28,44,29,35,28,51,40
"RP13-138P15.3",0,0,0,0,0,0,0,0
"RP13-138P15.2",0,0,0,0,0,0,0,0
"RP13-258O15.1",4,7,8,11,6,5,6,3
"RP13-258O15.2",0,0,0,0,0,0,0,0
"RP11-156J23.1",0,0,0,0,0,0,0,0
"RP13-88F20.1",7,3,4,5,2,3,3,1
"RP11-236M5.1",2,3,2,2,2,3,2,8
"RP3-455H14.1",0,0,0,0,0,0,0,0
"RP13-62H24.1",0,0,0,0,0,0,0,0
"NAP1L3",48,123,43,126,103,82,57,124
"FAM133A",0,0,0,0,0,0,3,0
"RP1-60G11.1",0,0,0,0,0,0,0,0
"RNU6-332P",0,0,0,0,0,0,0,0
"RP13-213K19.1",0,0,0,0,0,0,0,0
"RP11-465C5.1",0,0,0,0,0,0,0,0
"RP13-211P9.1",0,0,0,0,0,0,0,0
"MIR548M",0,0,0,0,0,0,0,0
"RP3-380C13.2",0,0,0,0,0,0,0,0
"RP3-380C13.1",0,0,0,0,0,0,0,0
"RNA5SP510",0,0,0,0,0,0,0,0
"RP11-471G13.2",0,0,0,0,0,0,0,0
"RP11-471G13.4",0,0,0,0,0,0,0,0
"RP11-471G13.3",0,0,0,0,0,0,0,0
"RP11-471G13.1",0,0,0,0,0,0,0,0
"RP11-471G13.5",0,0,0,0,0,0,0,0
"RP5-961K14.1",5,10,9,16,11,7,5,9
"RN7SL379P",0,0,0,0,0,0,0,0
"RP5-961K14.2",0,0,0,0,0,0,0,0
"RP1-199L16.1",0,0,0,0,0,0,0,0
"RP13-40J16.1",0,0,0,0,0,0,0,0
"RN7SKP194",0,0,0,0,0,0,0,0
"RP11-25C15.1",0,0,0,0,0,0,0,0
"DIAPH2",1074,1475,919,1432,794,815,865,961
"RPA4",4,5,1,2,2,13,5,10
"RP11-392M9.2",1,0,0,1,0,0,0,0
"RN7SL74P",0,0,0,0,0,0,0,0
"RP11-487I9.2",0,3,2,7,3,0,2,2
"ERVWE2",0,0,0,0,0,0,0,0
"RP13-75G22.1",0,0,0,0,0,0,0,0
"RP13-130D24.1",0,0,0,0,0,0,0,0
"RP11-29L10.1",0,0,0,0,0,0,0,0
"RP11-390F10.3",0,0,0,0,0,0,0,0
"RP11-390F10.1",0,0,0,0,0,0,0,0
"RP11-390F10.2",0,0,0,0,0,0,0,0
"RP11-485F13.1",0,0,0,0,0,0,0,0
"RP3-377O6.2",0,0,0,0,0,0,0,0
"RP3-377O6.1",0,0,0,0,0,0,0,0
"RP11-368G3.1",0,0,0,0,0,0,0,0
"RP11-402K9.1",0,0,0,0,0,0,0,0
"RP11-402K9.2",4,6,0,3,1,0,2,2
"PCDH19",0,0,0,0,0,0,0,0
"TNMD",0,0,0,0,0,0,0,0
"TSPAN6",0,0,1,0,1,0,0,0
"SRPX2",0,0,0,0,0,0,0,0
"SYTL4",0,0,0,0,0,0,0,0
"RP3-347M6.1",0,0,0,0,2,0,0,0
"RP3-347M6.2",0,2,0,0,0,0,4,0
"RP3-347M6.3",0,0,0,0,3,0,2,0
"CSTF2",2017,1756,1783,1862,1545,1703,1750,1748
"NOX1",36,56,35,65,39,29,26,36
"RP1-146H21.3",0,1,2,1,3,1,1,2
"RP1-146H21.4",1,2,1,0,1,1,2,4
"LL0XNC01-131B10.2",3,0,1,1,0,0,4,0
"XKRX",3,0,1,1,2,0,1,2
"RP3-341D10.1",5,3,0,0,3,1,2,0
"ARL13A",9,3,5,10,10,7,4,12
"TRMT2B",1131,1861,890,2033,1465,1054,1257,1710
"RP4-664K17.2",0,0,1,1,3,1,3,0
"TMEM35",0,0,0,0,0,0,0,0
"CENPI",165,198,164,193,61,192,216,75
"GHc-210E9.2",0,0,2,0,0,0,0,0
"DRP2",27,11,24,6,9,31,40,5
"TAF7L",2,0,3,0,5,1,5,0
"RNU6-934P",0,0,0,0,0,0,0,0
"NANOGNBP3",0,0,1,2,1,1,0,0
"RPL21P132",0,4,0,0,1,3,0,0
"TIMM8A",276,318,238,383,256,260,262,310
"BTK",7,2,3,0,1,3,6,1
"RPL36A",145,107,121,102,161,148,242,217
"RPL36A-HNRNPH2",0,0,0,0,0,0,0,0
"GLA",924,536,793,503,552,925,862,530
"HNRNPH2",6159,5327,4906,5766,4231,4135,4247,4729
"ARMCX4",314,198,256,231,228,246,242,247
"RP1-164F3.8",0,0,0,0,0,0,1,0
"RP3-514P16.1",1,1,3,1,0,1,0,2
"ARMCX1",19,6,25,12,8,16,13,5
"RP4-545K15.3",2,0,0,0,0,0,0,0
"ARMCX6",603,516,511,543,438,462,485,460
"ARMCX3",2337,2247,1888,2203,1799,1700,1808,2107
"RP4-545K15.4",0,2,1,0,0,1,0,0
"RP4-545K15.5",9,10,15,1,21,12,6,18
"RNU6-30P",5,2,2,0,2,6,4,4
"ARMCX2",106,170,93,219,116,77,86,108
"GHc-602D8.2",0,0,0,0,0,0,0,0
"RNU6-587P",0,0,0,0,0,0,0,0
"RP1-232L22__A.1",0,0,0,0,0,0,0,0
"RP1-232L22__B.1",18,12,13,14,20,13,13,20
"NXF5",0,1,0,0,0,1,0,0
"ZMAT1",288,261,193,341,401,307,311,410
"RP1-3E10.2",0,0,0,0,1,0,0,1
"RNU6-345P",0,0,0,0,0,0,0,0
"RP1-197J16.1",0,0,0,0,0,0,0,0
"RP1-197J16.2",0,0,0,0,0,0,0,0
"RP1-197J16.3",0,0,0,0,0,0,0,0
"TCEAL2",1,2,1,0,0,1,0,0
"TCEAL6",0,0,0,0,0,0,0,0
"BEX5",233,287,204,267,150,138,145,163
"RP1-158I15.1",0,0,0,0,0,0,0,0
"TCP11X1",0,0,0,0,0,0,0,0
"NXF2",0,0,0,0,0,0,0,0
"GHc-1077H7.2",0,0,0,0,0,0,0,0
"RP11-353J17.5",0,0,0,0,0,0,0,0
"NXF2B",0,0,0,0,0,0,0,0
"RP11-353J17.3",0,0,0,0,0,0,0,0
"TCP11X2",0,0,0,0,0,0,0,0
"TMSB15A",5,2,2,6,0,2,3,2
"RP5-1100E15.2",1,0,0,4,1,0,0,0
"NXF4",0,0,0,0,0,0,0,0
"ARMCX5",353,531,289,578,427,310,309,444
"RP4-769N13.6",82,88,56,129,59,57,78,92
"RP4-769N13.7",0,2,0,1,1,2,4,1
"RP5-1100E15.4",0,0,2,2,0,0,0,1
"GPRASP1",183,169,130,178,228,204,264,276
"RNU6-589P",0,0,0,0,3,0,0,0
"RP4-769N13.2",0,0,0,0,0,0,0,0
"GPRASP2",45,55,47,71,46,40,47,56
"BHLHB9",80,195,97,209,117,105,76,137
"LL0XNC01-157D4.1",80,100,53,115,69,66,85,87
"RP11-522L3.1",0,0,0,0,0,2,2,0
"RP11-522L3.2",1,0,0,0,0,0,4,0
"RP11-522L3.3",0,0,0,0,0,0,0,0
"RP11-522L3.4",0,0,0,0,0,1,0,0
"RP11-522L3.5",0,0,0,1,0,0,0,0
"RP11-522L3.6",0,1,0,0,0,1,0,0
"RP11-522L3.7",0,0,0,1,0,0,0,0
"MTND5P26",2,0,0,3,0,0,0,2
"RP11-522L3.9",1,0,0,0,0,0,0,0
"RP11-522L3.11",1,0,0,0,0,0,0,0
"LL0XNC01-237H1.2",36,36,23,49,26,23,33,29
"RAB40AL",0,0,2,0,1,1,1,2
"LL0XNC01-237H1.3",0,0,0,3,0,3,1,2
"LL0XNC01-73E8.1",0,0,0,0,0,0,0,0
"BEX1",4,1,3,4,2,2,0,2
"NXF3",0,0,0,0,0,0,0,0
"LL0XNC01-221F2.2",0,0,0,0,0,0,0,0
"RP4-635G19.1",0,0,0,0,0,0,0,0
"BEX4",885,1186,672,1264,868,659,776,988
"TCEAL8",895,1413,758,1484,870,664,708,929
"LL0XNC01-177E8.2",0,0,0,0,0,0,0,0
"TCEAL5",0,0,0,0,0,0,0,0
"BEX2",408,642,330,634,484,353,398,508
"TCEAL7",1,0,0,0,0,0,0,0
"LL0XNC01-105G4.3",0,0,0,0,0,0,0,0
"TCEAL9",20,57,15,42,18,18,21,22
"BEX3",142,582,68,546,215,132,117,221
"RP13-349O20.2",4,0,1,5,0,1,3,0
"LL0XNC01-250H12.3",2,0,0,0,0,0,0,0
"RAB40A",3,0,1,6,8,7,1,6
"TCEAL4",106,220,108,241,95,79,91,104
"GHc-857G6.7",0,0,0,0,0,0,0,3
"TCEAL3",131,147,131,142,100,99,115,122
"RP5-1055C14.4",0,0,0,0,0,0,0,0
"TCEAL1",140,175,105,191,104,82,116,94
"RP5-1055C14.6",0,1,3,0,0,0,0,0
"MORF4L2",3348,3055,2564,3159,2511,3044,3255,2871
"RP5-1055C14.7",17,7,3,10,21,19,20,19
"GLRA4",0,0,0,0,0,1,1,1
"TMEM31",0,1,0,0,0,2,2,0
"PLP1",2,0,1,6,0,1,3,0
"RAB9B",28,27,30,35,16,18,15,21
"RNA5SP511",0,0,0,0,0,0,0,0
"RP11-370B6.1",0,3,0,0,4,2,2,0
"LL0XNC01-116E7.5",1,1,1,3,6,6,2,2
"LL0XNC01-116E7.1",0,2,0,2,5,14,7,6
"LL0XNC01-116E7.2",9,14,14,7,9,14,9,13
"TMSB15B",22,42,43,76,45,41,45,58
"LL0XNC01-116E7.4",9,19,11,26,11,11,23,18
"DPPA3P1",0,0,0,0,0,0,0,0
"H2BFWT",0,0,0,0,0,0,0,0
"H2BFM",0,0,1,0,0,0,0,0
"LL0XNC01-240C2.1",4,1,1,3,3,7,6,4
"RP11-722G7.1",6,13,4,11,9,11,4,10
"SLC25A53",141,152,136,186,134,163,138,196
"ZCCHC18",37,26,18,24,31,29,32,15
"FAM199X",2641,3164,2107,3447,2266,2077,2103,2601
"ESX1",1,1,1,0,0,0,0,0
"IL1RAPL2",0,0,0,0,0,0,0,0
"RP3-519P24.2",0,0,0,0,0,0,0,0
"LL0XNC01-144A10.1",0,0,0,0,0,0,0,0
"TEX13A",0,0,0,0,0,0,0,0
"KCTD9P2",2,1,2,2,0,3,2,1
"RNU6-207P",0,0,0,0,0,0,0,0
"NRK",0,0,0,0,0,0,0,0
"SERPINA7",0,0,0,0,0,0,0,0
"RP11-560L11.1",0,0,0,0,0,0,0,0
"MUM1L1",0,0,0,0,0,0,0,0
"RP1-19N1.1",0,0,0,0,0,0,0,0
"RP11-565G2.1",0,0,0,0,0,0,0,0
"RP13-483F6.1",0,0,0,0,0,0,0,0
"RP13-483F6.2",0,0,0,0,0,0,0,0
"CXorf57",150,217,126,221,186,177,204,181
"MIR548AN",1,3,0,0,2,1,2,3
"RNF128",0,0,0,0,0,0,0,0
"TBC1D8B",16,30,6,80,16,10,21,13
"MORC4",534,687,402,778,401,462,423,534
"RIPPLY1",0,5,0,0,0,1,0,0
"CLDN2",1,0,0,1,2,0,1,1
"RP1-75H8.3",0,0,0,0,0,0,0,0
"RBM41",697,937,543,1054,755,575,686,993
"NUP62CL",21,45,12,53,20,11,25,23
"RP13-383K5.4",3,2,1,1,2,0,3,1
"PIH1D3",0,0,0,0,0,0,0,0
"MYCL2",0,0,0,0,0,0,0,0
"RP1-320J15.3",4,7,4,0,2,2,1,4
"RP1-3D11.1",0,0,0,0,0,0,0,0
"RP1-3D11.2",0,0,0,0,0,0,0,0
"FRMPD3",0,0,1,1,2,0,0,3
"PRPS1",4020,4769,3525,4917,3773,2999,3221,4110
"TSC22D3",20645,24492,16708,24658,31732,19308,20851,29910
"NCBP2L",1,0,1,2,2,0,2,0
"MID2",558,308,479,352,210,236,272,262
"RP6-191P20.4",0,0,0,0,1,0,0,0
"RP6-191P20.3",0,0,0,0,0,0,0,0
"RP6-191P20.5",0,0,0,0,0,0,0,0
"TEX13B",0,0,0,0,0,0,0,0
"VSIG1",266,912,168,1062,202,110,114,219
"PSMD10",1854,2139,1528,2285,1550,1484,1488,1866
"ATG4A",1049,1121,923,1205,780,803,829,1014
"COL4A6",1,3,1,2,1,2,1,1
"RP6-149D17.1",0,0,0,0,0,0,0,0
"COL4A5",0,0,0,0,0,0,0,0
"RP6-24A23.7",0,6,0,0,0,3,0,11
"RP6-24A23.6",0,0,0,0,0,0,0,0
"RP6-24A23.8",0,0,0,0,0,0,0,0
"IRS4",0,9,0,2,0,0,0,4
"RP6-24A23.3",0,4,2,0,0,0,0,0
"RNU6-309P",0,0,0,0,0,0,0,0
"MIR6087",2,0,0,0,0,0,0,0
"RP1-31B8.1",0,0,0,0,0,0,0,0
"GUCY2F",0,0,0,0,1,0,0,1
"NXT2",1200,1519,991,1635,1174,1008,1100,1439
"RP1-136J15.5",0,0,0,0,0,1,0,0
"KCNE5",17,3,17,3,1,7,3,3
"ACSL4",3527,3658,2917,3987,2975,2686,2899,3554
"RP1-136J15.1",0,0,0,0,0,0,0,0
"RP1-205E24.1",0,0,0,0,0,0,0,0
"TMEM164",1543,1538,1376,1681,1284,1251,1427,1455
"MIR652",0,0,0,0,0,0,0,0
"MIR3978",0,0,0,0,0,0,0,0
"AMMECR1",574,1007,505,1118,881,671,706,942
"SNORD96B",0,0,0,2,1,0,0,0
"RP3-364I1.3",0,2,0,0,1,0,1,1
"GNG5P2",0,2,0,1,0,0,1,0
"RGAG1",0,0,5,0,0,0,0,0
"TDGF1P3",0,0,0,0,0,0,0,0
"RP11-441A11.1",0,0,0,0,0,0,0,0
"CHRDL1",0,0,0,0,0,0,0,0
"PAK3",1,3,4,2,0,8,6,0
"RP5-944N9.2",0,0,0,0,0,0,0,0
"RP5-914P14.4",0,0,0,0,0,0,0,0
"CAPN6",0,0,0,0,0,0,0,0
"DCX",0,0,0,0,0,0,0,0
"RNU6-496P",0,0,0,0,0,0,0,0
"HMGB1L12",0,0,0,0,0,0,0,0
"RP6-170F5.2",0,0,0,0,0,0,0,0
"RP11-111F16.2",73,230,79,244,169,72,88,184
"RP11-111F16.1",17,53,15,41,53,16,19,40
"RP1-298J18.1",0,1,0,0,0,0,0,1
"ALG13",1656,1569,1272,1555,1499,1713,1869,1829
"RNA5SP512",0,0,0,0,0,0,0,0
"RP1-298J18.3",3,8,12,8,6,20,14,17
"TRPC5",2,0,3,0,0,0,4,1
"TRPC5OS",1,0,0,0,0,1,0,0
"RP1-269O5.3",0,0,0,0,0,0,0,0
"DPRXP7",0,0,0,0,0,0,0,0
"RP13-266I11.1",0,0,0,0,0,0,0,0
"ZCCHC16",0,0,0,0,0,0,0,0
"LHFPL1",35,28,24,27,20,30,19,20
"RP1-115K14.2",0,0,0,0,0,0,0,0
"AMOT",13,64,9,53,26,17,1,27
"MIR4329",0,0,0,0,0,0,0,0
"RN7SL266P",0,0,0,0,0,0,0,0
"RNU6-1015P",0,0,0,0,0,0,0,0
"RP5-1168A5.1",0,0,0,0,0,0,0,0
"RP5-1170D6.1",0,0,1,1,0,0,0,0
"RP5-964N17.1",0,0,0,0,0,0,0,0
"RP1-290B4.1",0,0,0,0,0,0,0,0
"RNU1-57P",0,0,0,0,0,0,0,0
"RN7SL93P",0,0,0,0,0,0,0,0
"RF00088",0,0,0,0,0,0,0,0
"CTD-2230M5.1",0,0,0,0,0,0,0,0
"CTD-2230M5.3",0,0,0,0,0,0,0,0
"CTD-2230M5.2",0,0,0,0,0,0,0,0
"HTR2C",0,0,0,0,0,0,0,0
"RP1-29I24.2",0,0,0,0,0,0,0,0
"SNORA35",0,0,0,0,0,0,0,0
"MIR764",0,0,0,0,0,0,0,0
"MIR1912",0,0,0,0,0,0,0,0
"MIR1264",0,0,0,0,0,0,0,0
"MIR1298",0,0,0,0,0,0,0,0
"MIR1911",0,0,0,0,0,0,0,0
"RP1-170D19.3",9,5,4,4,6,1,7,3
"MIR448",0,0,0,0,0,0,0,0
"RP11-810O3.2",0,0,0,0,0,0,0,0
"IL13RA2",0,0,0,0,0,0,0,0
"RNU6-648P",0,0,0,0,0,0,0,0
"RP6-204F4.2",0,0,0,0,0,0,0,0
"RP6-204F4.5",0,0,0,0,0,0,0,0
"LRCH2",0,0,0,0,0,1,0,0
"SNORA35B",0,0,0,0,0,0,0,0
"RBMXL3",0,0,0,0,0,0,0,0
"RP11-161I19.3",0,0,0,0,0,0,0,0
"LUZP4",0,0,0,0,0,0,0,0
"RP5-878I13.1",0,0,0,0,0,0,0,0
"RP5-878I13.2",0,0,0,0,0,0,0,0
"RP1-93I3.1",0,0,0,0,0,0,0,0
"PLS3",18,50,9,22,11,5,3,11
"RP1-241P17.7",0,0,0,0,0,0,0,0
"ASS1P5",0,0,0,0,0,0,0,0
"RP1-241P17.3",1,0,0,1,0,2,1,0
"RP1-241P17.4",14,11,14,16,14,10,9,13
"RP1-241P17.1",0,0,0,0,0,0,0,0
"RP11-761E20.1",0,0,0,0,0,0,0,0
"RN7SL712P",0,0,0,0,0,0,0,0
"XX-FW88884H1.1",0,0,0,0,0,0,0,0
"RP11-517D11.3",5,7,4,10,8,5,6,6
"AGTR2",0,0,0,0,0,0,0,0
"RNU6-154P",0,0,0,0,0,0,0,0
"SLC6A14",0,0,0,0,0,0,0,0
"CT83",0,0,0,0,0,0,0,0
"RP11-232D9.2",0,0,0,0,0,0,0,0
"RP11-232D9.4",0,0,0,0,0,0,0,0
"RP11-232D9.3",0,0,0,0,0,0,0,0
"RP11-232D9.1",0,1,1,0,0,0,0,0
"RNU6-1323P",0,0,0,0,0,0,0,0
"RP11-27G9.1",4,6,5,7,9,1,4,9
"RP3-378P9.1",0,0,0,0,0,0,0,0
"RP3-378P9.2",0,0,0,0,0,0,0,0
"RP1-278D1.2",0,0,0,0,0,0,0,0
"KLHL13",10,5,1,13,9,3,5,14
"RP1-169K13.1",0,0,0,0,0,0,0,0
"RP1-169K13.2",0,0,0,0,0,0,0,0
"RP11-197B12.1",0,0,0,0,0,0,0,0
"WDR44",2984,2681,2306,2841,2366,2491,2551,2741
"MIR1277",0,0,0,0,0,0,0,0
"DOCK11",7085,10472,5783,11732,6801,5530,5587,7922
"RP13-125M24.2",2,1,0,4,2,5,8,2
"IL13RA1",3,1,2,0,1,3,7,2
"RF00566",0,0,0,0,0,0,0,0
"RP13-128O4.3",0,0,0,0,0,0,0,0
"ZCCHC12",1,9,5,4,1,0,1,5
"RP4-562J12.2",0,0,0,0,0,0,0,0
"RP4-562J12.1",0,0,0,0,0,0,0,0
"RP13-347D8.1",0,0,0,0,0,0,0,0
"LONRF3",47,17,37,32,10,27,22,10
"RP13-347D8.7",0,0,0,0,0,0,0,0
"KIAA1210",2,0,0,0,0,0,0,0
"RP11-320L24.1",0,0,0,0,0,0,0,0
"RP4-555N2.2",0,0,0,1,0,2,0,1
"RP4-555N2.4",0,0,0,0,0,0,0,0
"PGRMC1",1502,1730,1212,1700,1094,1064,1247,1228
"RP4-555N2.3",0,0,0,0,1,3,3,0
"RP5-1139I1.1",0,0,0,0,0,0,1,0
"RP5-1139I1.2",1,0,0,0,1,1,0,0
"RP5-1139I1.4",0,0,0,0,0,0,0,0
"SLC25A43",1066,1090,791,1118,950,781,851,1144
"RP3-404F18.5",3,0,0,3,1,6,2,0
"RNU1-67P",0,0,0,0,1,0,3,0
"RN7SL118P",0,2,4,3,1,1,3,0
"RNY3P16",0,4,0,1,4,1,5,2
"RP3-404F18.2",83,98,76,90,75,111,75,106
"SLC25A5",10061,14550,8743,14827,10007,8952,9801,10899
"CXorf56",1184,1424,885,1518,1162,980,1122,1328
"UBE2A",6842,4593,5609,5005,3933,4713,5007,4355
"NKRF",780,717,610,857,684,718,751,791
"SEPT6",24287,21111,19802,22847,15855,15002,16284,17635
"MIR766",1,1,0,5,2,0,0,0
"CTA-38K21.2",0,1,1,1,0,0,3,4
"SOWAHD",21,32,14,21,40,23,41,39
"RPL39",17936,31170,15044,32766,22533,14852,16000,24942
"SNORA69",5,11,15,22,8,4,9,10
"UPF3B",1118,959,850,1097,969,1098,1125,1105
"RNF113A",1195,1154,871,1250,990,811,962,1034
"NDUFA1",5077,4699,4205,4779,3734,3090,3593,3867
"AKAP14",2,1,0,1,0,0,0,3
"NKAP",1367,1439,1168,1525,1204,1079,1103,1378
"RP11-651E20.2",8,6,6,2,2,7,13,2
"RP11-651E20.1",0,0,0,0,0,0,0,0
"RHOXF1P1",0,0,0,0,0,0,0,0
"RHOXF1-AS1",1,14,4,10,15,10,11,17
"RHOXF2B",0,0,0,2,0,0,0,0
"RHOXF1",1,3,0,2,25,8,7,15
"LINC01402",0,10,2,1,15,7,8,9
"NKAPP1",91,118,64,101,113,76,91,114
"RHOXF2",0,0,0,0,0,1,0,1
"SFR1P1",0,2,0,3,1,3,0,1
"EEF1A1P30",0,3,3,0,2,5,4,4
"ZBTB33",1702,2744,1381,3083,1906,1323,1496,2184
"TMEM255A",3,2,4,1,7,4,6,1
"RP11-45J1.1",0,0,0,1,0,0,0,0
"ATP1B4",1,0,0,0,0,2,0,0
"LAMP2",5743,6142,4522,6616,4829,3887,4215,5401
"RNU7-37P",0,0,0,0,0,0,0,0
"CUL4B",3715,5469,2906,6031,3445,2966,2980,4092
"MCTS1",1594,1821,1298,2014,1208,1239,1332,1521
"C1GALT1C1",1258,1305,1111,1514,976,860,952,1077
"RP4-655L22.5",0,0,0,0,0,0,0,0
"RP4-655L22.4",0,0,0,0,0,0,0,0
"PA2G4P1",3,2,0,4,2,0,3,2
"CT47B1",0,0,0,0,0,0,0,0
