"","7486_3","7486_4","7486_5","7486_6","7486_7","7486_8","7486_9","7486_10"
"ZNF888",397,370,426,416,400,427,527,610
"CTD-2331H12.7",10,7,6,17,7,11,14,21
"ZNF321P",250,158,217,208,196,180,233,250
"ZNF816-ZNF321P",0,0,0,0,0,0,0,0
"ZNF816",490,276,477,358,479,301,579,426
"CTD-2620I22.1",0,0,0,0,0,0,0,0
"ZNF702P",43,51,38,21,44,39,51,52
"CTD-2620I22.2",0,0,0,1,0,0,0,0
"CTD-2620I22.3",0,1,1,0,1,0,0,0
"ERVV-1",0,0,0,0,1,0,0,0
"ERVV-2",0,0,0,1,0,1,0,1
"ZNF160",2323,2380,2062,2878,2202,2213,2483,3271
"ZNF415",14,27,22,19,12,24,7,29
"ZNF347",397,429,396,510,356,467,443,606
"ZNF665",197,200,167,202,130,124,178,159
"CTD-2245F17.2",0,0,0,0,0,0,0,0
"CTD-2245F17.3",546,332,540,424,753,532,829,720
"NDUFV2P1",39,24,20,28,31,24,30,31
"ZNF677",286,174,239,237,290,237,340,374
"CTD-2245F17.6",0,0,0,0,0,0,0,0
"VN1R2",0,0,0,0,0,0,0,1
"VN1R4",0,0,0,0,0,0,0,0
"CTD-2245F17.9",0,0,0,0,0,0,0,0
"FAM90A27P",0,0,0,0,0,0,0,0
"BIRC8",0,0,0,0,0,0,0,0
"CTD-2245F17.11",0,0,0,0,0,0,0,0
"VN1R6P",0,0,0,0,0,0,0,0
"ZNF845",689,447,646,526,957,551,983,753
"ZNF525",765,606,763,755,849,573,873,745
"CTD-3141N22.1",0,0,0,0,0,0,0,0
"ZNF765",767,642,697,783,867,629,959,823
"RPL39P36",5,7,8,20,10,11,15,13
"CTD-2224J9.7",0,0,0,0,0,0,0,0
"CTD-2224J9.2",1060,876,923,990,1063,759,1051,1088
"ZNF761",1743,1735,1517,2019,1535,1459,1739,2043
"ZNF813",384,279,383,311,427,248,484,408
"CTD-2224J9.9",19,16,20,18,19,20,42,46
"CTD-2224J9.4",0,0,0,0,0,0,0,0
"CTD-2224J9.8",0,0,1,0,1,1,2,0
"CTB-167G5.7",0,0,0,0,0,0,0,0
"ZNF331",896,815,822,1012,800,755,866,1021
"CTB-167G5.6",1,0,0,0,0,1,0,0
"CTB-167G5.3",1,0,0,0,0,0,0,1
"RN7SL317P",0,0,0,0,0,0,0,0
"DPRX",0,0,0,0,0,0,0,0
"RNU6-698P",0,0,0,0,0,0,0,0
"CTC-339O9.2",0,0,0,0,0,0,0,0
"MIR512-1",0,0,0,0,0,0,0,0
"MIR512-2",0,0,0,0,0,0,0,0
"MIR1323",0,0,0,0,0,0,0,0
"MIR498",0,0,0,0,0,0,0,0
"MIR520E",0,0,0,0,0,0,0,0
"MIR515-1",0,0,0,0,0,0,0,0
"MIR519E",0,0,0,0,0,0,0,0
"MIR520F",0,0,0,0,0,0,0,0
"MIR515-2",0,0,0,0,0,0,0,0
"MIR519C",0,0,0,0,0,0,0,0
"MIR1283-1",0,0,0,0,0,0,0,0
"MIR520A",0,0,0,0,0,0,0,0
"MIR526B",0,0,0,0,0,0,0,0
"MIR519B",0,0,0,0,0,0,0,0
"MIR525",0,0,0,0,0,0,0,0
"MIR523",0,0,0,0,0,0,0,0
"MIR518F",0,0,0,0,0,0,0,0
"MIR520B",0,0,0,0,0,0,0,0
"MIR518B",0,0,0,0,0,0,0,0
"MIR526A1",0,0,0,0,0,0,0,0
"MIR520C",0,0,0,0,0,0,0,0
"MIR518C",0,0,0,0,0,0,0,0
"MIR524",0,0,0,0,0,0,0,0
"MIR517A",0,0,0,0,0,0,0,0
"MIR519D",0,0,0,0,0,0,0,0
"MIR521-2",0,0,0,0,0,0,0,0
"RNU6-803P",0,0,0,0,0,0,0,0
"MIR520D",0,0,0,0,0,0,0,0
"MIR517B",0,0,0,0,0,0,0,0
"MIR520G",0,0,0,0,0,0,0,0
"MIR516B2",0,0,0,0,0,0,0,0
"MIR526A2",0,0,0,0,0,0,0,0
"MIR518E",0,0,0,0,0,0,0,0
"MIR518A1",0,0,0,0,0,0,0,0
"RNU6-980P",0,0,0,0,0,0,0,0
"MIR518D",0,0,0,0,0,0,0,0
"MIR516B1",0,0,0,0,0,0,0,0
"MIR518A2",0,0,0,0,0,0,0,0
"MIR517C",0,0,0,0,0,0,0,0
"MIR520H",0,0,0,0,0,0,0,0
"RNU6-982P",0,0,0,0,0,0,0,0
"MIR521-1",0,0,0,0,0,0,0,0
"RNU6-751P",0,0,0,0,0,0,0,0
"MIR522",0,0,0,0,0,0,0,0
"MIR519A1",0,0,0,0,0,0,0,0
"MIR527",0,0,0,0,0,0,0,0
"MIR516A1",0,0,0,0,0,0,0,0
"MIR1283-2",0,0,0,0,0,0,0,0
"RNU6-1041P",0,0,0,0,0,0,0,0
"MIR516A2",0,0,0,0,0,0,0,0
"CTC-339O9.1",0,0,0,2,0,0,1,1
"MIR519A2",0,0,0,0,0,0,0,0
"RNU6-165P",0,0,0,0,0,0,0,0
"AC008753.1",0,0,0,0,0,0,0,0
"AC008753.2",0,0,0,0,0,0,1,1
"AC008753.3",3,4,3,4,2,1,2,3
"CTD-3022G6.1",0,0,0,0,0,0,0,0
"MIR371A",0,0,0,0,0,0,0,0
"MIR371B",0,0,0,0,0,0,0,0
"MIR372",0,0,0,0,0,0,0,0
"MIR373",0,0,0,0,0,0,0,0
"AC008753.4",0,0,0,0,0,0,0,0
"NLRP12",1,0,0,1,1,0,0,2
"AC008753.6",1,2,8,1,13,2,9,7
"AC008440.10",1,0,4,1,3,0,3,1
"MYADM",1827,1464,1624,1743,1669,1860,1803,2536
"AC008440.5",0,0,0,0,0,0,0,0
"PRKCG",6,1,5,0,1,5,1,0
"CACNG7",0,0,0,0,0,0,0,0
"CACNG8",0,0,0,0,2,5,0,0
"MIR935",0,0,0,0,0,0,0,0
"CACNG6",0,0,0,0,3,0,0,0
"CTD-3093M3.1",0,0,0,0,0,0,0,0
"VSTM1",0,0,0,0,0,0,0,0
"TARM1",0,0,0,0,0,0,0,0
"OSCAR",35,26,16,31,10,12,13,30
"NDUFA3",1691,1466,1530,1676,1258,1068,1352,1491
"TFPT",1133,803,916,1076,857,756,1005,1148
"PRPF31",2595,2524,2322,2883,2223,1849,2273,2439
"AC012314.8",114,98,104,125,82,107,79,105
"CNOT3",4205,3195,3842,3400,3769,2954,4020,3924
"LENG1",546,363,454,402,360,332,454,398
"TMC4",170,51,202,64,161,73,193,133
"MBOAT7",2720,3672,2547,4641,2375,4811,2459,6282
"TSEN34",665,636,607,846,653,668,688,814
"AC012314.20",0,0,0,0,0,1,0,2
"RPS9",41185,29468,35284,31350,36775,19411,41058,26708
"AC012314.19",0,0,0,0,0,0,0,1
"LILRB3",87,40,93,50,101,93,151,93
"CTB-83J4.1",0,2,1,2,0,0,2,2
"AC010492.2",2,5,5,12,5,2,6,3
"LILRA6",17,14,20,12,12,10,21,15
"AC010492.4",0,0,0,0,0,0,2,0
"LILRB5",1,0,2,1,0,0,0,4
"RNU6-1307P",0,0,0,0,0,0,0,0
"AC010492.5",0,0,0,0,0,0,0,0
"LILRB2",0,0,1,0,0,0,0,0
"MIR4752",0,0,0,0,0,0,0,0
"AC010518.3",0,0,0,0,0,0,0,0
"AC010518.2",0,0,0,0,0,0,0,0
"AC008984.5",0,0,0,1,0,0,0,0
"AC008984.7",0,0,0,0,0,0,0,0
"LILRA5",0,0,0,0,0,0,0,0
"AC008984.2",0,1,0,0,0,1,0,0
"AC008984.4",0,0,1,0,0,0,0,0
"AC008984.6",0,0,0,0,0,0,0,0
"LILRA4",0,1,0,0,0,1,0,3
"LAIR1",6393,2964,6127,3560,5910,3094,6379,4206
"AC008746.10",0,0,1,1,0,1,0,0
"TTYH1",156,121,177,134,130,102,134,158
"AC008746.3",2,4,5,3,3,8,6,7
"CTD-2587H19.2",6,5,9,6,11,11,7,9
"CTD-2587H19.3",2,7,2,0,7,4,3,5
"AC008746.12",91,46,82,59,54,30,49,46
"AC008746.11",396,316,356,347,369,245,322,337
"AC008746.5",35,33,46,35,38,33,66,36
"LENG8",63867,45895,57148,54870,54021,38920,57375,53392
"LENG9",185,98,171,146,137,55,177,70
"CDC42EP5",0,0,0,0,2,0,1,0
"LAIR2",30,14,21,31,34,26,31,34
"AC008746.9",0,0,0,0,0,1,1,0
"KIR3DX1",33,41,32,24,15,11,18,15
"AC009892.2",0,0,0,0,0,0,0,0
"LILRA2",0,0,2,1,0,0,0,1
"CTB-83J4.2",0,0,0,0,0,0,0,0
"LILRA1",0,0,0,0,0,0,0,0
"AC009892.5",0,0,0,0,0,0,0,0
"LILRB1",6,0,10,3,5,0,5,0
"AC009892.10",0,0,0,0,0,0,0,0
"LILRB4",1,0,0,0,0,0,0,0
"MIR8061",0,0,0,0,0,0,0,0
"AC009892.8",0,0,0,0,0,0,0,0
"AC009892.9",0,0,0,0,0,0,0,0
"AC011515.2",0,0,0,0,0,0,0,0
"LILRP1",4,0,3,0,7,0,8,0
"AC098784.1",0,0,0,0,0,0,0,0
"LILRP2",14,1,8,3,13,4,15,4
"KIR3DL3",0,0,0,0,1,0,6,0
"CTB-61M7.1",0,0,0,0,0,0,0,0
"KIR2DL3",4,0,0,1,0,0,1,0
"KIR2DP1",1,0,0,0,0,0,0,1
"KIR2DL1",0,0,0,1,2,0,1,0
"KIR3DP1",0,0,0,0,0,0,0,0
"KIR2DL4",6,1,5,0,0,0,0,0
"KIR3DL1",1,0,1,0,0,1,1,0
"KIR2DS4",3,2,4,3,0,3,0,0
"KIR3DL2",229,133,219,151,286,154,279,278
"RNU6-222P",0,0,0,0,0,0,0,0
"FCAR",2,0,1,2,0,0,2,2
"CTB-61M7.2",0,0,0,0,0,0,0,0
"NCR1",108,26,74,39,142,7,141,34
"NLRP7",3,1,2,2,10,1,15,2
"CTC-550B14.10",2,0,1,0,0,0,0,0
"NLRP2",434,392,424,507,387,471,360,588
"CTC-550B14.1",1,0,0,0,0,3,2,1
"CTC-550B14.7",83,62,115,109,139,80,133,126
"GP6",12,15,22,9,22,12,15,22
"CTC-550B14.6",24,28,49,24,18,28,33,21
"RDH13",948,782,865,873,880,795,983,1148
"EPS8L1",227,125,198,174,128,82,167,138
"PPP1R12C",10098,8469,9082,9837,8720,8712,9401,11958
"CTD-2587H24.1",11,6,10,6,14,7,5,17
"MIR7975",0,0,0,0,0,0,0,0
"TNNT1",4,2,5,4,11,7,6,4
"TNNI3",0,0,0,0,1,0,0,0
"CTD-2587H24.4",0,0,0,0,0,0,0,0
"DNAAF3",1,2,1,0,0,0,0,2
"CTD-2587H24.5",0,0,0,0,0,0,0,0
"SYT5",0,5,3,1,0,3,0,4
"PTPRH",3,2,5,6,2,7,0,8
"CTD-2587H24.10",12,15,16,17,8,22,21,44
"TMEM86B",318,261,348,331,224,213,226,316
"CTD-2587H24.14",163,113,163,167,124,134,144,194
"PPP6R1",14026,10472,12845,12834,14181,13609,15197,17987
"MIR6804",11,4,4,5,2,1,4,1
"MIR6802",0,0,0,0,0,0,0,0
"MIR6803",0,0,0,0,0,0,0,0
"HSPBP1",1758,1793,1562,2178,1457,1179,1515,1653
"BRSK1",364,353,284,375,213,358,243,408
"CTD-2105E13.14",0,0,0,0,0,0,0,0
"TMEM150B",20,3,18,5,22,14,49,36
"CTD-2105E13.16",0,1,1,0,0,5,0,2
"KMT5C",1011,728,855,797,789,709,960,923
"COX6B2",5,2,1,5,2,0,3,4
"CTD-2105E13.6",0,0,0,0,0,0,0,0
"FAM71E2",0,0,0,0,1,0,0,0
"IL11",23,11,30,25,20,26,25,35
"TMEM190",4,5,1,4,8,3,13,10
"CTD-2105E13.15",0,0,0,0,2,0,0,0
"TMEM238",369,234,364,296,392,191,317,189
"RPL28",48765,32747,41646,36749,42830,23140,46506,32119
"MIR6805",0,0,0,0,0,0,0,0
"UBE2S",984,1097,924,1282,779,915,816,1302
"SHISA7",2,0,3,0,3,2,5,0
"ISOC2",1159,1408,1059,1635,712,603,900,892
"CTD-2537I9.19",0,0,0,0,0,0,0,0
"CTD-2537I9.15",0,0,0,0,0,1,0,0
"CTD-2537I9.16",0,0,0,0,0,0,0,0
"ZNF628",500,385,446,458,491,430,494,522
"NAT14",375,493,339,608,323,412,289,555
"SSC5D",28,35,46,36,26,24,21,44
"SBK2",0,0,0,0,0,0,0,0
"SBK3",0,0,0,0,1,0,0,0
"ZNF579",1028,829,867,1007,838,724,897,908
"FIZ1",1392,949,1145,1062,1197,858,1362,1124
"ZNF524",1147,688,915,712,1050,634,1034,891
"ZNF865",2396,1960,2192,2401,2289,1879,2437,2630
"CTD-2537I9.18",92,110,70,125,61,99,92,111
"ZNF784",433,252,356,297,336,251,383,377
"ZNF580",3213,2717,2739,3108,2524,2296,2824,3126
"ZNF581",1412,908,1206,985,1471,570,1526,791
"CCDC106",646,657,556,785,434,500,501,713
"U2AF2",12057,8425,10821,9945,11178,8767,12220,11512
"CTD-2537I9.12",477,347,423,390,426,344,434,432
"CTD-2537I9.13",88,77,85,89,74,85,106,117
"EPN1",3230,2548,2920,2961,3079,2785,3224,3921
"AC010525.4",4,7,12,5,7,6,13,9
"AC010525.5",0,0,0,0,0,0,0,0
"CTD-2611O12.6",0,0,0,0,0,0,0,0
"NLRP9",13,15,5,22,3,16,2,25
"RN7SKP109",0,0,0,0,0,0,0,0
"RFPL4A",0,0,0,0,0,0,0,0
"RFPL4AL1",0,0,0,0,0,0,0,0
"CTD-2611O12.3",0,0,0,0,0,0,0,0
"NLRP11",2,0,0,0,0,0,0,0
"NLRP4",0,0,0,0,0,0,0,0
"NLRP13",0,0,1,0,0,0,0,0
"NLRP8",0,0,0,0,0,0,0,1
"NLRP5",0,0,2,0,0,0,0,0
"CTD-2621I17.6",0,2,0,0,0,1,0,0
"ZNF787",1723,1161,1415,1442,1494,1109,1589,1552
"CTD-2621I17.8",0,0,0,0,0,0,0,0
"ZNF444",4047,2809,3531,3241,3287,2791,3630,3762
"CTD-2621I17.3",86,67,78,70,122,97,130,152
"GALP",0,3,0,0,0,0,1,0
"ZSCAN5B",1,0,4,0,1,4,2,1
"ZSCAN5C",0,0,2,0,0,1,0,2
"CTD-2086L14.1",1,1,0,0,0,0,0,0
"ZSCAN5A",115,119,153,115,148,109,146,166
"CTD-2086L14.7",2,0,1,0,0,3,4,1
"EDDM13",43,17,37,33,25,41,41,50
"AC006116.19",6,1,4,1,4,3,1,2
"AC006116.17",3,1,0,2,0,2,1,3
"VN2R17P",1,3,1,3,0,0,1,0
"AC006116.22",1,1,0,0,0,0,1,1
"AC006116.14",0,0,0,0,0,0,0,0
"AC006116.13",3,1,0,2,0,1,0,0
"AC006116.15",1,0,3,0,0,0,0,0
"AC006116.21",1,0,0,0,1,0,0,3
"ZNF542",277,257,278,388,274,316,299,380
"ZNF582",193,102,163,115,212,129,246,185
"AC006116.24",11,14,7,8,8,13,6,6
"AC006116.27",0,0,0,0,0,0,0,0
"AC006116.26",6,1,3,2,3,2,10,7
"AC006116.12",2,1,4,6,7,3,1,7
"AC006116.25",108,56,86,65,87,78,85,90
"ZNF583",220,244,189,225,243,301,274,375
"ZNF667",12,14,23,18,3,9,12,6
"AC004696.2",17,4,19,3,7,6,6,7
"AC098795.1",1,0,0,0,0,0,0,1
"LLNLR-285B5.1",0,0,1,0,0,2,1,0
"ZNF471",19,19,15,41,14,40,15,32
"AC005498.4",0,1,0,0,0,0,4,0
"AC005498.3",3,1,2,4,8,7,3,8
"ZFP28",295,209,269,325,327,420,410,521
"AC007228.11",23,23,31,23,43,38,39,45
"ZNF470",766,873,770,1043,746,1027,834,1223
"SIGLEC31P",0,0,0,0,0,0,0,0
"ZNF71",476,482,488,547,583,616,583,767
"AC007228.8",0,0,0,0,0,0,1,0
"SMIM17",20,18,15,37,11,39,15,44
"ZNF835",4,4,7,4,5,1,4,0
"AC007228.5",0,0,0,0,0,0,0,0
"AC007228.9",32,36,34,38,36,23,20,24
"OR5AH1P",0,0,0,0,0,0,0,0
"AC006115.3",0,0,0,0,0,0,0,0
"AC006115.7",0,0,0,0,0,0,0,0
"ZIM2",0,0,1,0,0,0,0,0
"AC006115.6",0,0,0,0,0,0,0,0
"PEG3",1,3,1,0,2,0,0,0
"MIMT1",0,0,0,0,0,0,0,0
"AC004792.1",0,0,0,0,0,0,0,0
"CTC-258N23.3",0,0,0,0,0,0,0,0
"RPL7AP69",0,0,0,0,0,0,0,0
"CTC-360J11.7",0,0,0,0,0,0,0,0
"USP29",0,0,0,0,0,0,0,0
"ZIM3",0,0,0,0,0,0,0,0
"CTC-360J11.5",0,0,0,0,0,0,0,0
"CTC-360J11.6",0,0,0,0,0,0,0,0
"DUXA",0,0,1,0,0,0,0,0
"CTC-360J11.4",2,0,1,2,0,3,2,0
"ZNF264",2188,1421,1898,1842,2247,1798,2525,2500
"AURKC",46,45,54,34,33,32,31,36
"ZNF805",190,107,176,133,351,180,316,253
"CTC-444N24.8",344,180,272,257,232,160,254,215
"CTC-444N24.6",69,74,81,68,97,42,119,70
"ZNF460",72,27,81,62,139,86,166,100
"CTC-444N24.7",20,8,14,8,30,15,40,10
"CTC-444N24.11",2918,2180,2477,2433,2120,1737,2516,2397
"CTC-444N24.9",0,0,0,0,0,0,0,0
"ZNF543",247,197,224,201,266,235,300,280
"CTC-444N24.13",24,14,30,9,24,24,27,33
"ZNF304",959,720,913,943,1111,1027,1164,1420
"ZNF547",128,127,109,127,119,137,128,179
"TRAPPC2B",143,94,95,126,111,106,127,137
"AC003002.4",0,0,0,0,0,0,0,0
"ZNF548",3066,1906,2552,2130,3174,2333,3411,3121
"AC003002.6",4,3,1,2,2,5,4,9
"AC004076.7",2,6,6,2,10,10,7,10
"ZNF17",337,225,264,249,336,273,355,379
"ZNF749",346,297,310,369,449,361,524,505
"AC004076.9",4,5,4,8,4,10,2,10
"AC004076.5",166,189,139,191,172,165,199,175
"VN1R1",53,39,59,69,43,49,64,61
"VN1R107P",2,3,3,2,2,1,0,1
"ZNF772",144,128,131,168,180,150,177,239
"AC003005.2",3,1,3,6,3,2,8,5
"ZNF419",1106,676,999,820,1022,678,1056,987
"AC003005.4",0,0,0,0,0,0,0,0
"ZNF773",556,386,508,424,512,422,489,551
"ZNF549",879,571,819,794,981,806,1013,1011
"ZNF550",1625,908,1515,1137,1897,1064,1976,1340
"ZNF416",224,192,230,208,243,246,267,337
"ZIK1",414,249,430,379,461,372,547,528
"ZNF530",317,167,271,215,319,192,364,278
"ZNF134",951,612,896,797,1224,985,1227,1123
"AC003682.16",0,0,2,3,3,5,3,3
"ZNF211",1332,1031,1229,1175,1430,1189,1479,1628
"AC003682.17",1,2,2,0,1,5,1,3
"ZSCAN4",1,0,1,1,0,2,2,0
"ZNF551",493,419,468,446,731,510,790,626
"AC003006.7",0,0,0,0,0,0,0,0
"ZNF154",301,198,274,248,235,232,217,261
"ZNF671",1162,902,1081,979,1002,914,1253,1216
"ZNF776",1254,691,1093,851,1461,1020,1469,1235
"ZNF586",758,487,700,549,934,506,955,646
"ZNF552",595,442,566,539,619,419,691,582
"CTD-2583A14.10",0,0,0,0,0,0,0,0
"ZNF587B",1200,1007,1103,1281,878,647,1098,995
"AC010522.1",1,2,0,1,1,0,1,0
"ZNF814",736,676,727,750,698,614,784,840
"ZNF587",2460,1748,2066,2143,2559,1882,2966,2477
"CTD-2583A14.8",258,190,186,195,215,183,212,225
"CTD-2583A14.11",114,92,93,94,103,79,90,98
"CTD-2583A14.9",0,0,0,0,0,0,0,0
"ZNF417",623,390,617,537,788,633,866,845
"ZNF418",139,120,151,167,190,148,199,182
"ZNF256",356,245,320,310,391,293,430,365
"CTD-2583A14.1",2,0,2,0,1,2,2,2
"C19orf18",22,44,41,56,24,39,36,56
"ZNF606",1064,665,1013,901,1061,748,1108,989
"CTD-2368P22.1",787,496,711,648,816,740,827,964
"VN2R19P",0,0,0,1,0,1,0,0
"ZSCAN1",0,0,0,0,0,0,2,0
"CTD-2623H2.3",0,0,0,0,0,0,1,0
"CTD-2623H2.8",0,0,0,0,0,0,0,0
"ZNF135",20,29,18,46,29,30,23,45
"RN7SL526P",2,2,1,0,2,2,0,1
"ZSCAN18",514,471,497,516,388,472,392,666
"ZNF329",409,312,451,385,527,461,607,618
"CTD-2623H2.7",0,0,0,0,0,0,0,0
"CTD-2619J13.1",0,0,0,0,0,0,0,2
"ZNF274",2889,1813,2657,2026,2508,1960,2845,2681
"CTD-3138B18.1",0,3,0,0,3,1,2,4
"AC020915.2",0,2,2,0,0,0,0,0
"ZNF544",1037,975,1003,1070,894,750,1071,974
"CTD-3138B18.4",0,0,0,0,2,0,0,0
"CTD-3138B18.5",162,132,170,206,156,130,168,211
"CTD-3138B18.6",38,21,34,31,34,37,33,25
"ZNF8",1166,782,997,966,1165,817,1270,1079
"AC010642.1",27,35,33,55,71,46,53,64
"ERVK3-1",859,851,865,1003,853,954,1111,1176
"LLNLR-245B6.1",207,158,211,210,171,153,203,226
"AC010642.2",20,9,14,6,11,10,8,22
"ZSCAN22",416,466,330,531,476,549,549,716
"MIR6806",1,0,0,0,2,0,0,4
"A1BG",25,18,34,21,41,25,25,19
"CTD-2619J13.8",142,87,135,100,127,106,178,152
"A1BG-AS1",200,90,207,116,187,152,166,199
"CTD-2619J13.5",75,31,95,55,66,48,85,64
"ZNF497",97,47,92,80,97,87,98,120
"CTD-2619J13.9",38,33,43,35,31,43,44,52
"CTD-2619J13.3",8,15,12,3,14,3,6,7
"RNA5SP473",0,0,0,0,0,0,0,0
"ZNF837",223,100,177,137,138,72,142,153
"RPS5",27064,22209,23241,24675,23950,15079,26261,20741
"MIR4754",2,3,2,4,0,4,2,2
"RNF225",0,0,0,0,0,0,0,0
"CTD-2619J13.13",2,1,0,1,2,3,4,1
"ZNF584",222,225,216,269,230,200,280,286
"CTD-2619J13.14",594,380,466,354,526,369,606,428
"CTD-2619J13.16",4,8,4,8,10,11,5,7
"CTD-2619J13.17",93,104,66,125,82,99,99,125
"ZNF132",209,201,171,241,164,171,216,264
"CTD-2619J13.19",13,8,15,15,9,7,17,6
"ZNF324B",295,261,279,325,320,210,395,259
"ZNF324",684,562,597,638,674,573,723,762
"ZNF446",281,253,227,220,301,225,279,241
"CTD-2619J13.23",0,0,0,0,0,0,0,0
"SLC27A5",239,228,207,308,196,107,233,146
"RNU6-1337P",1,0,1,0,0,3,0,0
"RN7SL693P",4,0,1,0,1,0,1,0
"CTD-2619J13.27",0,0,1,5,0,5,2,3
"ZBTB45",743,562,672,635,713,504,704,736
"RN7SL525P",0,1,0,0,0,0,0,0
"TRIM28",16014,13505,14057,15728,14793,12170,15911,16378
"MIR6807",0,0,0,0,0,0,0,0
"CHMP2A",3583,4046,3289,4292,3169,3749,3386,5049
"UBE2M",2355,2305,2215,2594,2220,2316,2196,3180
"AC016629.8",123,74,143,127,130,88,125,98
"MZF1",3420,2189,3120,2680,2731,2192,3061,2972
"RPL23AP79",624,560,588,622,714,790,756,1018
"MGC2752",0,0,0,0,0,0,0,0
"AC016629.7",0,0,0,0,0,0,0,0
"AC016629.3",0,0,0,0,0,0,0,0
"DEFB125",0,0,0,0,0,0,0,0
"DEFB126",0,0,0,0,0,0,0,0
"DEFB127",0,0,0,0,0,0,0,0
"DEFB128",0,0,0,0,0,0,0,0
"DEFB129",0,0,0,0,0,0,0,0
"DEFB132",0,0,0,1,0,0,0,0
"RP5-1103G7.10",0,0,0,0,0,0,0,0
"C20orf96",250,223,193,248,238,130,224,148
"ZCCHC3",2402,1612,2253,1979,2500,1788,2769,2383
"RP5-1103G7.4",31,44,40,80,47,44,50,73
"SOX12",591,515,578,618,642,366,637,451
"NRSN2",85,143,115,205,87,121,63,165
"TRIB3",1300,1366,1231,1528,1194,1389,1271,2016
"RBCK1",13587,10930,11807,12076,7845,6521,8400,9096
"TBC1D20",4834,3906,4552,4756,4624,4756,4835,6352
"CSNK2A1",3478,2735,3191,3463,4219,3249,4486,4112
"TCF15",0,0,0,0,0,1,0,0
"SRXN1",6,15,11,20,34,81,29,98
"RP5-850E9.3",0,0,0,0,0,1,0,0
"SCRT2",0,0,0,0,0,0,0,0
"SLC52A3",0,0,2,1,2,1,0,0
"FAM110A",1758,2027,1660,2369,1129,1431,1333,2009
"RPS10L",23,35,18,25,20,26,20,33
"ANGPT4",8,7,7,2,6,17,11,11
"RSPO4",12,15,22,19,20,22,16,34
"PSMF1",4614,4006,4194,4511,4905,3573,5189,4769
"RP4-545L17.11",4,3,7,7,2,2,12,10
"ACTGP3",31,47,26,26,33,37,20,37
"TMEM74B",32,71,21,83,18,45,20,44
"RP4-545L17.12",0,1,0,2,2,0,5,3
"C20orf202",4,11,4,3,10,10,9,15
"RAD21L1",4,1,4,0,1,2,2,1
"SNPH",1849,1376,1665,1532,1432,1600,1656,2101
"SDCBP2",148,85,137,114,112,135,133,175
"RP11-314N13.10",3,9,7,8,2,6,8,6
"RP11-314N13.9",27,27,7,12,11,9,21,17
"RP11-314N13.4",563,414,517,491,445,421,543,587
"RP11-314N13.3",59,46,42,58,58,44,57,58
"FKBP1A",6476,5250,5988,6577,6050,5250,6377,6871
"MIR6869",0,0,0,0,0,0,0,0
"NSFL1C",3194,2905,2909,3408,2697,2435,2716,3355
"SIRPB2",0,0,0,0,0,0,0,0
"RP4-576H24.2",2,0,0,4,1,0,5,4
"RNU6-917P",0,0,0,0,0,0,0,0
"SIRPD",7,1,2,5,2,2,6,5
"RP4-576H24.4",0,0,0,0,0,0,0,1
"SIRPB1",149,136,154,206,88,105,91,150
"RP4-576H24.5",0,0,0,0,0,0,0,0
"SIRPG",1950,1290,1918,1716,1089,808,1161,1147
"RP11-77C3.3",141,67,143,82,79,46,107,48
"RP4-673D20.1",16,19,11,38,9,4,10,7
"RN7SL561P",0,0,1,0,0,1,0,2
"RP4-673D20.5",0,1,4,2,1,0,0,0
"RP4-673D20.4",0,0,0,0,0,0,0,0
"RP4-673D20.6",0,0,0,0,0,0,0,0
"RP4-673D20.3",0,0,0,1,0,0,0,0
"RP5-968J1.1",0,0,0,0,0,0,0,0
"RP5-858L17.1",0,0,0,0,0,0,0,2
"SIRPA",0,1,4,3,6,10,0,4
"RP4-684O24.5",0,0,0,0,0,0,0,0
"PDYN",0,0,0,0,0,0,0,0
"RPL7P2",0,0,0,0,0,0,0,0
"STK35",2124,1366,1869,1695,1879,1563,2132,2233
"RP11-128M1.1",2,0,2,4,1,3,0,0
"TGM3",4,3,1,0,0,1,0,0
"TGM6",0,2,0,0,0,0,0,0
"SNRPB",5544,5206,4766,6149,4521,3890,4655,5330
"RP4-734P14.4",0,0,0,0,0,0,0,0
"ZNF343",591,669,640,756,647,524,589,721
"TMC2",14,22,15,27,19,11,18,13
"NOP56",8848,8629,8097,10089,6992,4817,7552,6773
"MIR1292",0,0,0,0,0,0,0,0
"SNORD110",0,0,0,0,0,0,0,0
"SNORA51",5,3,3,3,1,1,4,0
"SNORD86",0,0,0,0,0,0,0,0
"SNORD56",0,0,0,0,0,0,0,0
"SNORD57",0,0,0,0,0,0,0,0
"IDH3B",4916,3907,4332,4901,4347,3667,4928,5005
"RP4-686C3.7",3,0,0,0,2,1,1,0
"EBF4",41,49,43,45,37,89,29,138
"RPL19P1",0,0,0,0,0,0,0,0
"CPXM1",72,134,65,174,70,40,54,62
"RP5-860F19.8",0,0,0,0,0,0,0,0
"C20orf141",1,0,0,0,0,0,0,0
"TMEM239",0,0,0,0,0,0,0,0
"PCED1A",3659,2017,3186,2550,2472,951,2497,1292
"VPS16",2821,2558,2719,2603,2886,2474,3022,3275
"PTPRA",3507,2771,3448,3430,4055,3257,4262,4048
"GNRH2",13,15,11,19,16,19,20,27
"MRPS26",1314,1431,1142,1577,1070,772,1124,1003
"OXT",23,26,29,21,70,29,54,57
